5001,6001,7001,8001,9001
7.57,7.54,7.44,7.55,7.55
7.6,7.47,7.59,7.47,7.47
7.51,7.5,7.61,7.5,7.5
7.46,7.56,7.56,7.46,7.56
7.52,7.52,7.52,7.52,7.52
7.52,7.52,7.51,7.52,7.52
7.53,7.52,7.52,7.52,7.52
7.52,7.52,7.52,7.53,7.52
7.52,7.52,7.52,7.53,7.52
7.52,7.52,7.52,7.53,7.52
